POA_CODE_2016,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
POA6440,0,0,0,127,16,144,0,0,0,0,0,0,0,0,0,122,42,166,64,17,86,11,0,12,0,0,0,8,0,7,46,6,50,37,36,70,415,121,541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,10,5,16,25,3,26,462,134,598
POA6442,0,0,0,62,9,74,0,0,0,0,0,0,0,0,0,378,309,681,38,28,72,10,0,7,0,3,3,5,0,5,7,0,5,21,16,33,516,366,882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,0,0,0,8,0,8,25,0,27,9,3,6,31,3,33,0,0,0,0,0,0,0,0,0,0,0,0,4,9,14,62,56,114,9,5,14,622,441,1060
POA6443,0,0,0,23,4,27,0,0,0,0,0,0,0,0,0,98,56,154,17,11,31,5,0,5,0,0,0,0,0,0,5,0,6,37,32,69,182,114,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,11,12,16,24,19,35,12,0,12,221,144,366
POA6445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,9,33,0,3,3,0,0,0,0,0,0,0,0,0,3,0,3,10,4,14,38,19,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,33,0,3,7,3,0,3,55,40,98
POA6446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,24,7,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,26,4,5,5,0,3,3,40,29,68
POA6447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,18,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11,41,16,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,20,37,3,3,6,0,0,0,61,42,104
POA6448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,40,92,0,0,3,0,0,0,0,0,0,0,0,0,3,7,9,13,6,18,66,51,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,19,36,5,10,14,5,0,4,89,80,175
POA6450,0,0,0,46,11,53,0,0,0,0,0,0,3,8,10,2179,1765,3945,155,150,306,50,0,50,56,19,73,44,15,55,33,15,52,125,116,244,2688,2103,4795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,7,3,11,19,11,29,26,19,42,0,0,0,0,0,0,0,0,0,0,0,0,163,240,398,297,356,656,69,38,107,3243,2755,5993
POA6452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,78,173,3,3,3,8,0,8,0,0,0,0,0,6,5,3,10,19,12,30,129,96,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,21,32,11,19,26,4,0,3,161,137,297
POA6461,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,67,42,108,3,3,12,12,0,12,0,0,0,0,0,0,6,0,6,17,12,28,103,61,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,13,30,8,15,21,7,6,12,134,96,232
POA6462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,23,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,17,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,9,24,0,4,3,0,0,0,33,27,63
POA6463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,8
POA6465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,8,8,14
POA6466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,13,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,14,0,0,3,0,0,0,20,14,38
POA6467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,6,4,11
POA6468,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,34,17,52,0,3,8,0,0,3,0,0,0,0,0,0,4,0,6,9,3,15,57,32,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,26,4,3,11,0,0,0,76,49,123
POA6470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,3,10
POA6472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,16,46,0,0,0,3,0,3,0,0,0,0,0,0,4,3,5,4,10,11,38,29,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,18,30,3,4,7,0,0,0,55,54,105
POA6473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,0,0,0,0,0,0,14,7,24
POA6475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,47,101,3,0,3,7,0,7,0,0,0,0,0,0,0,0,3,6,5,13,75,57,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,21,37,5,9,13,3,0,4,98,81,185
POA6476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,0,0,0,0,0,0,17,10,25
POA6477,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,32,24,49,6,3,7,0,0,0,0,0,0,0,0,0,4,0,4,19,7,29,62,37,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,24,8,4,13,0,0,0,83,48,129
POA6479,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,68,41,107,8,6,7,7,0,7,4,0,4,7,6,9,8,3,12,19,16,38,125,69,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,19,48,10,13,18,0,9,11,162,110,271
POA6480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,14,12,23
POA6484,0,0,0,14,0,14,0,0,0,0,0,0,0,0,0,16,9,20,0,3,3,0,0,0,0,0,0,0,0,0,6,0,6,3,0,3,42,9,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,5,50,13,57
POA6485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,39,99,3,3,6,7,0,7,0,0,0,3,0,3,0,0,0,6,10,16,70,51,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,15,16,36,11,8,13,0,0,0,100,78,180
POA6487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,15,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,0,0,0,0,0,0,22,11,30
POA6488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,11,37,0,3,4,3,0,3,0,0,0,0,0,0,0,0,0,5,4,8,37,21,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,16,0,3,3,0,0,5,46,30,78
POA6489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,7,7,0,0,0,15,19,35
POA6490,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,35,34,71,0,7,8,0,0,0,0,0,0,0,0,0,0,0,3,5,9,13,54,40,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,15,0,4,4,3,0,3,58,52,110
POA6501,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,154,118,266,6,3,13,15,0,15,0,0,0,0,3,3,4,0,8,16,4,18,199,136,329,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,21,39,57,27,28,49,7,5,14,253,204,460
POA6502,0,0,0,10,0,15,0,0,0,0,0,0,0,0,0,154,136,290,10,12,20,6,0,6,0,0,0,0,0,0,11,3,13,14,10,18,204,157,364,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,5,0,5,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,15,16,33,32,24,54,4,3,11,260,208,474
POA6503,0,0,0,14,3,22,0,0,0,0,0,0,0,0,0,294,251,542,36,35,73,19,3,22,3,0,3,0,0,0,9,4,15,56,35,94,434,338,769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,4,4,10,0,0,0,0,0,0,0,0,0,0,0,0,73,69,142,48,50,97,5,3,12,573,461,1037
POA6504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,16,42,0,3,3,0,0,0,0,0,0,0,0,0,5,0,5,3,0,3,31,17,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,5,12,3,3,4,0,0,0,38,32,74
POA6505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,31,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,3,3,24,13,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,31,0,3,3,0,0,3,42,33,70
POA6506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,11,14,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,11,0,0,0,0,0,0,22,14,33
POA6507,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,91,56,150,8,11,12,9,0,9,0,0,0,0,0,0,5,6,6,24,10,35,133,85,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,34,72,8,6,14,0,0,4,186,127,311
POA6509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,20,39,0,0,3,0,0,0,0,0,0,0,0,0,3,3,6,12,3,15,39,24,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,17,6,0,8,0,0,0,56,33,87
POA6510,0,0,0,9,3,9,0,0,0,0,0,0,0,0,0,311,244,556,24,29,52,11,0,11,11,0,11,4,3,10,11,0,11,35,30,72,421,312,728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,32,35,69,38,46,82,4,3,13,501,393,898
POA6511,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,56,50,104,4,6,15,3,0,3,0,0,0,0,4,4,6,0,6,25,10,30,95,74,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,11,19,17,39,3,3,7,121,100,213
POA6512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,23,18,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,17,0,3,3,0,0,0,33,27,58
POA6513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,19,61,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,15,5,16,56,26,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,18,4,3,9,0,0,0,68,48,112
POA6514,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,50,34,91,7,3,9,4,0,3,0,0,0,0,0,3,3,3,5,9,12,16,78,56,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,24,12,40,5,0,8,111,80,184
POA6515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,26,82,0,3,4,4,0,4,0,0,0,0,0,0,4,0,4,17,13,22,79,42,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,38,0,4,11,3,3,5,107,65,176
POA6516,0,0,0,14,0,17,0,0,0,0,0,0,0,0,0,210,197,408,17,18,30,6,0,6,0,0,0,13,3,13,16,3,22,10,18,27,290,240,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10,5,6,11,0,0,0,0,0,0,0,0,0,0,0,0,5,22,28,48,38,88,10,7,18,361,313,675
POA6517,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,57,42,102,3,5,4,6,0,3,0,0,0,6,0,6,0,0,4,23,20,42,94,70,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,20,9,5,13,0,0,0,116,80,197
POA6518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,18,43,3,4,5,0,0,0,0,0,0,0,0,0,0,3,6,12,4,15,44,21,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,23,4,5,10,0,4,4,60,35,101
POA6519,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,90,55,151,3,3,6,3,0,3,0,0,0,0,4,4,0,0,3,18,13,25,115,80,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,22,24,44,3,12,20,0,0,3,149,120,264
POA6521,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,59,42,100,3,3,11,0,0,0,0,0,0,0,0,0,9,3,12,14,14,28,91,61,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,36,33,66,9,11,14,0,0,0,137,106,235
POA6522,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,77,41,123,4,0,6,3,0,3,0,0,0,0,0,0,3,0,3,18,14,29,108,62,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,23,37,5,13,21,3,3,5,131,97,232
POA6525,0,0,0,24,4,27,0,0,0,0,0,0,0,0,4,427,396,824,46,24,66,14,0,15,7,3,5,3,3,6,17,4,24,30,32,58,567,467,1031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,6,5,3,10,0,0,0,0,0,0,3,3,4,3,3,4,53,63,118,91,105,198,14,12,27,738,649,1389
POA6528,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,54,46,101,4,0,3,8,0,8,0,0,3,0,0,0,3,0,3,8,5,18,85,53,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,25,11,10,17,3,0,3,101,83,181
POA6530,3,4,3,175,41,213,0,0,0,0,0,0,19,13,39,4973,4770,9748,387,460,852,104,3,111,98,23,123,132,49,183,110,22,139,168,219,381,6176,5608,11789,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,3,0,7,4,0,3,4,3,8,15,3,20,54,25,78,71,32,97,0,0,0,7,4,8,3,3,4,7,7,12,118,261,378,688,770,1464,88,78,166,7151,6758,13907
POA6532,0,0,4,46,4,56,0,0,0,0,0,0,0,0,0,1021,1013,2037,69,64,137,33,0,36,9,0,9,8,3,14,46,9,56,46,40,90,1289,1141,2430,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,0,6,6,6,11,13,5,22,0,0,0,0,0,0,0,0,0,0,0,0,116,147,263,175,169,345,22,17,39,1617,1476,3096
